TS[3]_CHOQUET[A;-0.75;AO2;0.0]_N_scm,GV[2]_GOWAWA[0.2;2;ES2-OWA;0.9;0.0;2;W-OWA;0.4;0.6]_N_pie,GV[3]_GOWAWA[0.1;0;W-OWA;0.1;0.6;2;W-OWA;0.1;0.2]_U_pie,ES_SD_H_z2,AC[4]_AM_T_hwhh,GV[2]_GOWAWA[0.9;1;S-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_U_pah,GV[4]_GOWAWA[0.2;2;ES2-OWA;0.9;0.0;2;W-OWA;0.4;0.6]_T_eps,TS[4]_GOWAWA[0.5;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_cch,TS[3]_HM_U_khh,TS[2]_CHOQUET[A;-0.25;AO2;1.0]_T_khh,Class
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,-0.022842593695074114,-0.3460914700590697,-0.34684795772994853,0.24770876561508665,-0.3495168933364931,0.01195362221504703,0.24821468338346517,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,-0.7523507506515537,0.99226783111647,-0.030113485938504016,-0.5444353279599481,-0.556648783878031,-0.3007771194440102,0.21442503155190787,APP
-0.3146962878231161,-0.27279621460119424,-0.6296350435460624,1.0173102036836155,1.7184817859656398,0.18929393035475126,-0.02980246022437916,-0.2661483159762222,0.35692527630917076,0.38390467046486426,APP
-0.22884016941948204,-0.27279621460119424,1.2966048314139524,0.7440696655782353,0.32376237449692646,-0.3502115019717315,1.0964995882969224,-0.658871733811087,0.7288749315554444,0.7967873590857343,APP
-0.4112757417695029,-0.27279621460119424,-0.6296350435460624,0.7127579500739388,0.5043255648956424,0.18652569315055575,-0.10582090573677912,-0.35642249617360083,-0.003906828645359358,0.7091813299857062,APP
-0.46999789816759097,-0.27279621460119424,1.1775223877455414,-0.10734479605560808,-0.2734358334165322,1.1705345128978681,-0.313338808354975,-0.32812961275963953,-0.3856670325917198,0.8770521648301465,APP
-0.7644673546988036,-0.27279621460119424,1.6609035028284156,1.4297998560910836,0.3375119009413273,-1.2446394208181861,-0.07795855756741181,-0.606028814258745,0.4134628935106462,-0.020572065387779042,APP
-0.4225920548407025,-0.27279621460119424,-0.6296350435460624,0.7911451986461987,0.4988366835726031,0.18601897823269986,-0.018292962984609983,-0.46460626057679283,0.21828543667153116,0.6138869263392587,APP
0.8420490837667826,-0.27279621460119424,1.6689972786106575,-1.2188291080243856,1.2912367384908896,-0.3538518009521468,-0.6434844136954657,-0.4965300343837208,0.0012501568388686888,1.6138584815197317,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,-1.7268920964862557,0.11274568203104836,-1.2446394208181861,-0.5366050907971961,-0.8579272708950246,0.3243828795353906,1.990243872179578,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,0.4429759377012975,-1.1932566427737024,-0.6369328959710675,-0.13089571329048683,-0.5971052457528027,-0.356263926655618,1.189956771493963,APP
-0.421956468259461,-0.27279621460119424,-0.6296350435460624,0.02644872908548953,-0.35171305800001673,0.13117446084697756,0.2693917018259328,0.3100746428724254,-0.26139006649682517,0.41227784884880914,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,-2.9074501789615472,1.0322980979799155,0.06638828374637147,0.0194264692608448,-0.8579272708950246,0.3243828795353906,2.700147693675967,APP
-0.2506776074470588,-0.27279621460119424,-0.6296350435460624,1.0908809560840393,0.5983059567531827,0.060217993255946636,0.3027556837132351,-0.3374268468341921,0.2914889501279305,0.16928910360265612,APP
-0.05886552855766856,-0.27279621460119424,-0.6296350435460624,-1.31554871948472,-0.22013977872221857,-1.2446394208181861,-0.27856641673082044,-0.28384466818336096,-0.08835659454204131,1.2553535223229557,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,2.2477737762275254,3.7031175031090133,-1.2446394208181861,0.2537710802762448,-0.8579272708950246,-2.71957074178567,0.533396019338451,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,2.112769377293275,3.7031175031090133,-1.2446394208181861,0.2703683023038274,-0.8579272708950246,-2.71957074178567,0.5531950758010302,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,1.2813929490522555,0.8300880642239958,-1.2446394208181861,0.1924234785232361,-0.8579272708950246,-2.71957074178567,-0.7935818396937458,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,2.1702963871726757,4.317982402131539,-1.2446394208181861,0.23784196006065647,-0.8579272708950246,-2.71957074178567,0.682141481793287,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,1.9981445974148742,5.547712200176591,-1.2446394208181861,-5.229519760909392,-0.8579272708950246,-2.71957074178567,0.7718685833386215,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,-0.5641023670710046,0.1996685472202448,0.5454515630295924,0.12963983369704138,-0.8579272708950246,-0.2976880097816575,-0.7475681831720081,APP
-0.7644673546988036,-0.27279621460119424,-0.28858579073949503,0.9937368603162374,-2.1380990376049844,1.1600574022741785,-0.09359261356521201,-0.8579272708950246,-0.48733808615022545,1.2389964957679238,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,3.0427097932401796,-0.16366071129306609,-1.2446394208181861,-0.12393170631052558,-0.8579272708950246,-2.71957074178567,-0.9959032724067016,APP
0.7330354682994752,-0.27279621460119424,-0.6296350435460624,1.5613062669467648,0.050222217596714164,-1.2446394208181861,-0.117275689638473,-0.6760068029178536,1.0967293207661069,0.4132882013476536,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,1.7275491183154938,-0.2358607562540445,0.19730407691411025,0.09615079331150295,0.40428634642806643,0.04437527638716256,-0.6937076519106704,APP
0.013987809257881473,-0.27279621460119424,-0.6296350435460624,3.1824185338506186,-0.36787168075482995,-1.2446394208181861,-0.031145075443354542,-0.05852929749466218,-0.8684509785757892,-0.3207537230007383,APP
-0.7644673546988036,-0.27279621460119424,-0.22804450325903927,-1.3558817104705974,0.9522375642530241,1.1785325207318558,-0.731036534592574,-0.8579272708950246,-0.1713133981617663,-2.193799951984216,APP
-0.7644673546988036,-0.27279621460119424,-0.22804450325903927,-1.1844795164911248,0.9490351429039484,1.1785325207318558,0.3259743445364386,-0.8579272708950246,-0.1713133981617663,-2.2178194825300506,APP
-0.03273212758947842,-0.27279621460119424,-0.6296350435460624,0.37992892108792253,-0.49285506951736596,-1.2446394208181861,-0.028969782095793255,-0.3929203626985771,-0.6496822792873487,0.17488155116347429,APP
2.8501946318487654,-0.27279621460119424,-0.6296350435460624,1.2354847500577564,-3.6752612851613,-1.2446394208181861,-5.125777597172391,-0.8579272708950246,-2.71957074178567,0.062216040928374336,APP
0.048426341249123143,-0.27279621460119424,-0.6296350435460624,2.870473136908423,-0.33673702874992767,-1.2446394208181861,-0.5640138299534574,-0.1515265788340927,-0.8684509785757892,-0.4136101254067704,APP
3.1869028716915526,-0.27279621460119424,-0.6296350435460624,-2.5446968409364024,-0.30417907836765845,0.19429342565510896,1.6060298359350869,5.228547645378243,1.5777755471381798,1.0622975251261129,APP
-0.21566593436680973,-0.27279621460119424,-0.6296350435460624,-0.6425147981711482,-0.3057317675066043,0.1408026166161019,-0.0340855609809655,-0.43616140055166797,0.07603385199651741,-0.7733413414524758,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,-1.2870160159932744,1.147585266546639,-1.2446394208181861,-0.10275904049791046,-0.8579272708950246,0.3243828795353906,-2.1401178336886337,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,-1.8544427484392845,1.410183817170843,-1.2446394208181861,-0.13497482270946812,-0.8579272708950246,-2.71957074178567,-3.3530428496889146,APP
-0.7644673546988036,-0.27279621460119424,-0.6296350435460624,-0.007853909070391052,1.0515126260743695,-1.2446394208181861,-0.049084084406334806,-0.8579272708950246,-2.71957074178567,-2.9596390661089798,APP
